ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
8162,Sun Sep 06 14:28:08 WAT 2026,Sun Sep 06 14:28:08 WAT 2026,GET,http://192.168.56.107:8081/index.php?popUpNotificationCode=SL5&page=/var/www/mutillidae/home.php,200,OK,138,473,53031
8163,Sun Sep 06 14:28:08 WAT 2026,Sun Sep 06 14:28:08 WAT 2026,GET,http://192.168.56.107:8081/index.php?do=%00&page=%2Fvar%2Fwww%2Fmutillidae%2Fhome.php,200,OK,145,473,53877
8164,Sun Sep 06 14:28:08 WAT 2026,Sun Sep 06 14:28:08 WAT 2026,GET,http://192.168.56.107:8081/index.php?popUpNotificationCode=SL5&=,200,OK,78,472,53031
8165,Sun Sep 06 14:28:08 WAT 2026,Sun Sep 06 14:28:08 WAT 2026,POST,http://192.168.56.107:8081/index.php?page=login.php,200,OK,131,473,56149
8166,Sun Sep 06 14:28:08 WAT 2026,Sun Sep 06 14:28:09 WAT 2026,GET,http://192.168.56.107:8081/index.php?do=%7C&page=%2Fvar%2Fwww%2Fmutillidae%2Fhome.php,200,OK,252,473,53877
8167,Sun Sep 06 14:28:08 WAT 2026,Sun Sep 06 14:28:09 WAT 2026,GET,http://192.168.56.107:8081/index.php?popUpNotificationCode=SL5&page=,200,OK,162,473,52919
8168,Sun Sep 06 14:28:09 WAT 2026,Sun Sep 06 14:28:09 WAT 2026,GET,http://192.168.56.107:8081/index.php?do=toggle-security&page=/var/www/mutillidae/home.php,200,OK,89,602,53470
8169,Sun Sep 06 14:28:09 WAT 2026,Sun Sep 06 14:28:09 WAT 2026,POST,http://192.168.56.107:8081/index.php?page=login.php,200,OK,216,602,55742
8170,Sun Sep 06 14:28:09 WAT 2026,Sun Sep 06 14:28:09 WAT 2026,GET,http://192.168.56.107:8081/index.php?do=toggle-security&=,200,OK,99,472,56222
8171,Sun Sep 06 14:28:10 WAT 2026,Sun Sep 06 14:28:10 WAT 2026,GET,http://192.168.56.107:8081/index.php?page=%40,200,OK,238,473,51173
8172,Sun Sep 06 14:28:11 WAT 2026,Sun Sep 06 14:28:11 WAT 2026,GET,http://192.168.56.107:8081/index.php?popUpNotificationCode=SL5&page=%40,200,OK,181,473,51246
8173,Sun Sep 06 14:28:11 WAT 2026,Sun Sep 06 14:28:11 WAT 2026,POST,http://192.168.56.107:8081/index.php?page=login.php,200,OK,167,472,51155
8174,Sun Sep 06 14:28:11 WAT 2026,Sun Sep 06 14:28:11 WAT 2026,GET,http://192.168.56.107:8081/index.php?do=toggle-security&page=,200,OK,183,472,53765
8175,Sun Sep 06 14:28:12 WAT 2026,Sun Sep 06 14:28:12 WAT 2026,GET,http://192.168.56.107:8081/index.php?page=%2B,200,OK,159,473,51127
8176,Sun Sep 06 14:28:12 WAT 2026,Sun Sep 06 14:28:13 WAT 2026,GET,http://192.168.56.107:8081/index.php?popUpNotificationCode=SL5&page=%2B,200,OK,126,473,51200
8177,Sun Sep 06 14:28:13 WAT 2026,Sun Sep 06 14:28:13 WAT 2026,POST,http://192.168.56.107:8081/index.php?page=login.php,200,OK,120,458,147
8179,Sun Sep 06 14:28:13 WAT 2026,Sun Sep 06 14:28:14 WAT 2026,GET,http://192.168.56.107:8081/index.php?page=%00,200,OK,246,603,50881
8180,Sun Sep 06 14:28:13 WAT 2026,Sun Sep 06 14:28:13 WAT 2026,GET,http://192.168.56.107:8081/index.php?do=toggle-security&page=%40,200,OK,114,602,50995
8181,Sun Sep 06 14:28:15 WAT 2026,Sun Sep 06 14:28:15 WAT 2026,GET,http://192.168.56.107:8081/index.php?popUpNotificationCode=SL5&page=%00,200,OK,182,603,50995
8182,Sun Sep 06 14:28:15 WAT 2026,Sun Sep 06 14:28:15 WAT 2026,GET,http://192.168.56.107:8081/index.php?page=%7C,200,OK,205,603,50880
8183,Sun Sep 06 14:28:16 WAT 2026,Sun Sep 06 14:28:16 WAT 2026,POST,http://192.168.56.107:8081/index.php?page=login.php,200,OK,116,602,55742
8184,Sun Sep 06 14:28:16 WAT 2026,Sun Sep 06 14:28:16 WAT 2026,GET,http://192.168.56.107:8081/javascript,301,Moved Permanently,111,275,368
8185,Sun Sep 06 14:28:16 WAT 2026,Sun Sep 06 14:28:16 WAT 2026,GET,http://192.168.56.107:8081/index.php?do=toggle-security&page=%2B,200,OK,199,472,51246
8186,Sun Sep 06 14:28:16 WAT 2026,Sun Sep 06 14:28:17 WAT 2026,GET,http://192.168.56.107:8081/index.php?popUpNotificationCode=AU1,200,OK,400,473,56222
8187,Sun Sep 06 14:28:16 WAT 2026,Sun Sep 06 14:28:16 WAT 2026,POST,http://192.168.56.107:8081/index.php?page=login.php,200,OK,251,473,59833
8188,Sun Sep 06 14:28:17 WAT 2026,Sun Sep 06 14:28:17 WAT 2026,GET,http://192.168.56.107:8081/index.php?popUpNotificationCode=SL5&page=%7C,200,OK,218,472,51246
8189,Sun Sep 06 14:28:17 WAT 2026,Sun Sep 06 14:28:17 WAT 2026,GET,http://192.168.56.107:8081/index.php?=,200,OK,172,473,56222
8190,Sun Sep 06 14:28:17 WAT 2026,Sun Sep 06 14:28:17 WAT 2026,GET,http://192.168.56.107:8081/index.php?popUpNotificationCode=,200,OK,138,473,56222
8191,Sun Sep 06 14:28:17 WAT 2026,Sun Sep 06 14:28:18 WAT 2026,GET,http://192.168.56.107:8081/index.php?popUpNotificationCode=%40,200,OK,145,473,56222
8192,Sun Sep 06 14:28:18 WAT 2026,Sun Sep 06 14:28:18 WAT 2026,GET,http://192.168.56.107:8081/index.php?popUpNotificationCode=%2B,200,OK,217,473,56149
8193,Sun Sep 06 14:28:18 WAT 2026,Sun Sep 06 14:28:18 WAT 2026,GET,http://192.168.56.107:8081/index.php?do=toggle-security&page=%00,200,OK,155,472,49562
8195,Sun Sep 06 14:28:18 WAT 2026,Sun Sep 06 14:28:18 WAT 2026,GET,http://192.168.56.107:8081/javascript/ddsmoothmenu,301,Moved Permanently,52,288,381
8196,Sun Sep 06 14:28:19 WAT 2026,Sun Sep 06 14:28:19 WAT 2026,GET,http://192.168.56.107:8081/javascript/gritter,301,Moved Permanently,24,282,376
8198,Sun Sep 06 14:28:19 WAT 2026,Sun Sep 06 14:28:19 WAT 2026,GET,http://192.168.56.107:8081/index.php?popUpNotificationCode=%00,200,OK,86,472,56149
8199,Sun Sep 06 14:28:19 WAT 2026,Sun Sep 06 14:28:19 WAT 2026,GET,http://192.168.56.107:8081/javascript/hints,301,Moved Permanently,25,281,374
8200,Sun Sep 06 14:28:20 WAT 2026,Sun Sep 06 14:28:20 WAT 2026,POST,http://192.168.56.107:8081/index.php?page=login.php,200,OK,121,472,56149
8201,Sun Sep 06 14:28:20 WAT 2026,Sun Sep 06 14:28:20 WAT 2026,GET,http://192.168.56.107:8081/javascript/inline-initializers,301,Moved Permanently,190,295,388
8202,Sun Sep 06 14:28:20 WAT 2026,Sun Sep 06 14:28:20 WAT 2026,POST,http://192.168.56.107:8081/index.php?page=login.php,200,OK,125,473,59779
8203,Sun Sep 06 14:28:20 WAT 2026,Sun Sep 06 14:28:21 WAT 2026,GET,http://192.168.56.107:8081/index.php?popUpNotificationCode=%7C,200,OK,159,472,56149
8205,Sun Sep 06 14:28:22 WAT 2026,Sun Sep 06 14:28:22 WAT 2026,GET,http://192.168.56.107:8081/javascript/jQuery,301,Moved Permanently,52,282,375
8206,Sun Sep 06 14:28:22 WAT 2026,Sun Sep 06 14:28:22 WAT 2026,GET,http://192.168.56.107:8081/javascript/jQuery/colorbox,301,Moved Permanently,23,290,384
8207,Sun Sep 06 14:28:22 WAT 2026,Sun Sep 06 14:28:22 WAT 2026,GET,http://192.168.56.107:8081/styles,301,Moved Permanently,29,270,364
8208,Sun Sep 06 14:28:23 WAT 2026,Sun Sep 06 14:28:23 WAT 2026,GET,http://192.168.56.107:8081/styles/ddsmoothmenu,301,Moved Permanently,18,283,377
8209,Sun Sep 06 14:28:23 WAT 2026,Sun Sep 06 14:28:23 WAT 2026,GET,http://192.168.56.107:8081/styles/gritter,301,Moved Permanently,67,278,372
8210,Sun Sep 06 14:28:24 WAT 2026,Sun Sep 06 14:28:24 WAT 2026,POST,http://192.168.56.107:8081/index.php?page=login.php,200,OK,83,472,56149
8211,Sun Sep 06 14:28:24 WAT 2026,Sun Sep 06 14:28:24 WAT 2026,POST,http://192.168.56.107:8081/index.php?page=login.php,200,OK,170,473,59636
8212,Sun Sep 06 14:28:25 WAT 2026,Sun Sep 06 14:28:25 WAT 2026,POST,http://192.168.56.107:8081/index.php?page=login.php,200,OK,135,472,56149
8213,Sun Sep 06 14:28:26 WAT 2026,Sun Sep 06 14:28:26 WAT 2026,POST,http://192.168.56.107:8081/index.php?page=login.php,200,OK,174,472,56149
8214,Sun Sep 06 14:28:26 WAT 2026,Sun Sep 06 14:28:27 WAT 2026,POST,http://192.168.56.107:8081/index.php?page=login.php,200,OK,130,472,56149
8215,Sun Sep 06 14:28:27 WAT 2026,Sun Sep 06 14:28:27 WAT 2026,POST,http://192.168.56.107:8081/index.php?page=login.php,200,OK,150,472,56149
8216,Sun Sep 06 14:28:27 WAT 2026,Sun Sep 06 14:28:27 WAT 2026,POST,http://192.168.56.107:8081/index.php?page=login.php,200,OK,136,472,56149
8217,Sun Sep 06 14:28:28 WAT 2026,Sun Sep 06 14:28:28 WAT 2026,GET,http://192.168.56.107:8081/elmah.axd,404,Not Found,33,217,437
8218,Sun Sep 06 14:28:28 WAT 2026,Sun Sep 06 14:28:28 WAT 2026,GET,http://192.168.56.107:8081/trace.axd,404,Not Found,28,216,437
8219,Sun Sep 06 14:28:28 WAT 2026,Sun Sep 06 14:28:28 WAT 2026,GET,http://192.168.56.107:8081,200,OK,80,519,56149
8220,Sun Sep 06 14:28:29 WAT 2026,Sun Sep 06 14:28:29 WAT 2026,GET,http://192.168.56.107:8081/images,301,Moved Permanently,65,271,364
8221,Sun Sep 06 14:28:29 WAT 2026,Sun Sep 06 14:28:29 WAT 2026,GET,http://192.168.56.107:8081/images/trace.axd,404,Not Found,61,216,437
8222,Sun Sep 06 14:28:29 WAT 2026,Sun Sep 06 14:28:29 WAT 2026,GET,http://192.168.56.107:8081/images/gritter,301,Moved Permanently,66,278,372
8223,Sun Sep 06 14:28:29 WAT 2026,Sun Sep 06 14:28:29 WAT 2026,GET,http://192.168.56.107:8081/images/gritter/trace.axd,404,Not Found,44,216,437
8224,Sun Sep 06 14:28:30 WAT 2026,Sun Sep 06 14:28:30 WAT 2026,GET,http://192.168.56.107:8081/javascript,301,Moved Permanently,24,274,368
8225,Sun Sep 06 14:28:30 WAT 2026,Sun Sep 06 14:28:30 WAT 2026,GET,http://192.168.56.107:8081/javascript/ddsmoothmenu,301,Moved Permanently,15,287,381
8226,Sun Sep 06 14:28:31 WAT 2026,Sun Sep 06 14:28:31 WAT 2026,GET,http://192.168.56.107:8081/javascript/gritter,301,Moved Permanently,20,282,376
8228,Sun Sep 06 14:28:31 WAT 2026,Sun Sep 06 14:28:31 WAT 2026,GET,http://192.168.56.107:8081/javascript/ddsmoothmenu/trace.axd,404,Not Found,38,216,437
8227,Sun Sep 06 14:28:31 WAT 2026,Sun Sep 06 14:28:31 WAT 2026,GET,http://192.168.56.107:8081/javascript/trace.axd,404,Not Found,40,217,437
8229,Sun Sep 06 14:28:31 WAT 2026,Sun Sep 06 14:28:31 WAT 2026,GET,http://192.168.56.107:8081/javascript/hints,301,Moved Permanently,10,280,374
8230,Sun Sep 06 14:28:31 WAT 2026,Sun Sep 06 14:28:31 WAT 2026,GET,http://192.168.56.107:8081/javascript/gritter/trace.axd,404,Not Found,65,216,437
8231,Sun Sep 06 14:28:31 WAT 2026,Sun Sep 06 14:28:31 WAT 2026,GET,http://192.168.56.107:8081/javascript/inline-initializers,301,Moved Permanently,42,294,388
8232,Sun Sep 06 14:28:31 WAT 2026,Sun Sep 06 14:28:31 WAT 2026,GET,http://192.168.56.107:8081/javascript/hints/trace.axd,404,Not Found,97,216,437
8233,Sun Sep 06 14:28:31 WAT 2026,Sun Sep 06 14:28:31 WAT 2026,GET,http://192.168.56.107:8081/javascript/inline-initializers/trace.axd,404,Not Found,24,216,437
8234,Sun Sep 06 14:28:32 WAT 2026,Sun Sep 06 14:28:32 WAT 2026,GET,http://192.168.56.107:8081/javascript/jQuery,301,Moved Permanently,31,281,375
8235,Sun Sep 06 14:28:32 WAT 2026,Sun Sep 06 14:28:32 WAT 2026,GET,http://192.168.56.107:8081/javascript/jQuery/colorbox,301,Moved Permanently,38,290,384
8236,Sun Sep 06 14:28:32 WAT 2026,Sun Sep 06 14:28:32 WAT 2026,GET,http://192.168.56.107:8081/javascript/jQuery/trace.axd,404,Not Found,25,216,437
8237,Sun Sep 06 14:28:32 WAT 2026,Sun Sep 06 14:28:32 WAT 2026,GET,http://192.168.56.107:8081/javascript/jQuery/colorbox/trace.axd,404,Not Found,28,216,437
8238,Sun Sep 06 14:28:32 WAT 2026,Sun Sep 06 14:28:32 WAT 2026,GET,http://192.168.56.107:8081/styles,301,Moved Permanently,16,270,364
8239,Sun Sep 06 14:28:32 WAT 2026,Sun Sep 06 14:28:32 WAT 2026,GET,http://192.168.56.107:8081/styles/ddsmoothmenu,301,Moved Permanently,41,283,377
8240,Sun Sep 06 14:28:33 WAT 2026,Sun Sep 06 14:28:33 WAT 2026,GET,http://192.168.56.107:8081/styles/trace.axd,404,Not Found,20,216,437
8241,Sun Sep 06 14:28:33 WAT 2026,Sun Sep 06 14:28:33 WAT 2026,GET,http://192.168.56.107:8081/styles/ddsmoothmenu/trace.axd,404,Not Found,40,216,437
8242,Sun Sep 06 14:28:33 WAT 2026,Sun Sep 06 14:28:33 WAT 2026,GET,http://192.168.56.107:8081/styles/gritter,301,Moved Permanently,67,278,372
8243,Sun Sep 06 14:28:33 WAT 2026,Sun Sep 06 14:28:33 WAT 2026,GET,http://192.168.56.107:8081/styles/gritter/trace.axd,404,Not Found,54,216,437
8244,Sun Sep 06 14:28:33 WAT 2026,Sun Sep 06 14:28:33 WAT 2026,GET,http://192.168.56.107:8081/.htaccess,403,Forbidden,29,216,321
8245,Sun Sep 06 14:28:33 WAT 2026,Sun Sep 06 14:28:34 WAT 2026,GET,http://192.168.56.107:8081,200,OK,107,519,56149
8246,Sun Sep 06 14:28:34 WAT 2026,Sun Sep 06 14:28:34 WAT 2026,GET,http://192.168.56.107:8081/images,301,Moved Permanently,33,270,364
8247,Sun Sep 06 14:28:34 WAT 2026,Sun Sep 06 14:28:34 WAT 2026,GET,http://192.168.56.107:8081/images/.htaccess,403,Forbidden,19,216,321
8248,Sun Sep 06 14:28:34 WAT 2026,Sun Sep 06 14:28:34 WAT 2026,GET,http://192.168.56.107:8081/images/gritter,301,Moved Permanently,13,278,372
8249,Sun Sep 06 14:28:35 WAT 2026,Sun Sep 06 14:28:35 WAT 2026,GET,http://192.168.56.107:8081/images/gritter/.htaccess,403,Forbidden,77,216,321
8250,Sun Sep 06 14:28:36 WAT 2026,Sun Sep 06 14:28:36 WAT 2026,GET,http://192.168.56.107:8081/javascript,301,Moved Permanently,43,274,368
8251,Sun Sep 06 14:28:36 WAT 2026,Sun Sep 06 14:28:36 WAT 2026,GET,http://192.168.56.107:8081/javascript/ddsmoothmenu,301,Moved Permanently,19,287,381
8252,Sun Sep 06 14:28:36 WAT 2026,Sun Sep 06 14:28:36 WAT 2026,GET,http://192.168.56.107:8081/javascript/.htaccess,403,Forbidden,21,216,321
8254,Sun Sep 06 14:28:36 WAT 2026,Sun Sep 06 14:28:36 WAT 2026,GET,http://192.168.56.107:8081/javascript/ddsmoothmenu/.htaccess,403,Forbidden,43,217,321
8253,Sun Sep 06 14:28:36 WAT 2026,Sun Sep 06 14:28:36 WAT 2026,GET,http://192.168.56.107:8081/javascript/gritter,301,Moved Permanently,47,283,376
8255,Sun Sep 06 14:28:37 WAT 2026,Sun Sep 06 14:28:37 WAT 2026,GET,http://192.168.56.107:8081/javascript/hints,301,Moved Permanently,10,280,374
8256,Sun Sep 06 14:28:37 WAT 2026,Sun Sep 06 14:28:37 WAT 2026,GET,http://192.168.56.107:8081/javascript/gritter/.htaccess,403,Forbidden,13,216,321
8257,Sun Sep 06 14:28:37 WAT 2026,Sun Sep 06 14:28:37 WAT 2026,GET,http://192.168.56.107:8081/javascript/hints/.htaccess,403,Forbidden,18,216,321
8258,Sun Sep 06 14:28:37 WAT 2026,Sun Sep 06 14:28:37 WAT 2026,GET,http://192.168.56.107:8081/javascript/inline-initializers,301,Moved Permanently,6,294,388
8259,Sun Sep 06 14:28:37 WAT 2026,Sun Sep 06 14:28:37 WAT 2026,GET,http://192.168.56.107:8081/javascript/inline-initializers/.htaccess,403,Forbidden,77,216,321
8260,Sun Sep 06 14:28:37 WAT 2026,Sun Sep 06 14:28:37 WAT 2026,GET,http://192.168.56.107:8081/javascript/jQuery,301,Moved Permanently,20,281,375
8261,Sun Sep 06 14:28:37 WAT 2026,Sun Sep 06 14:28:37 WAT 2026,GET,http://192.168.56.107:8081/javascript/jQuery/colorbox,301,Moved Permanently,13,290,384
8262,Sun Sep 06 14:28:37 WAT 2026,Sun Sep 06 14:28:37 WAT 2026,GET,http://192.168.56.107:8081/javascript/jQuery/.htaccess,403,Forbidden,8,216,321
8263,Sun Sep 06 14:28:37 WAT 2026,Sun Sep 06 14:28:37 WAT 2026,GET,http://192.168.56.107:8081/javascript/jQuery/colorbox/.htaccess,403,Forbidden,27,216,321
8264,Sun Sep 06 14:28:38 WAT 2026,Sun Sep 06 14:28:38 WAT 2026,GET,http://192.168.56.107:8081/styles,301,Moved Permanently,12,270,364
8265,Sun Sep 06 14:28:38 WAT 2026,Sun Sep 06 14:28:38 WAT 2026,GET,http://192.168.56.107:8081/styles/ddsmoothmenu,301,Moved Permanently,32,283,377
8266,Sun Sep 06 14:28:38 WAT 2026,Sun Sep 06 14:28:38 WAT 2026,GET,http://192.168.56.107:8081/styles/ddsmoothmenu/.htaccess,403,Forbidden,30,216,321
8267,Sun Sep 06 14:28:38 WAT 2026,Sun Sep 06 14:28:38 WAT 2026,GET,http://192.168.56.107:8081/styles/.htaccess,403,Forbidden,30,216,321
8268,Sun Sep 06 14:28:38 WAT 2026,Sun Sep 06 14:28:38 WAT 2026,GET,http://192.168.56.107:8081/styles/gritter,301,Moved Permanently,7,278,372
8269,Sun Sep 06 14:28:39 WAT 2026,Sun Sep 06 14:28:39 WAT 2026,GET,http://192.168.56.107:8081/styles/gritter/.htaccess,403,Forbidden,81,216,321
8270,Sun Sep 06 14:28:39 WAT 2026,Sun Sep 06 14:28:39 WAT 2026,GET,http://192.168.56.107:8081/.env,404,Not Found,64,216,437
8271,Sun Sep 06 14:28:39 WAT 2026,Sun Sep 06 14:28:39 WAT 2026,GET,http://192.168.56.107:8081,200,OK,148,519,56149
8272,Sun Sep 06 14:28:40 WAT 2026,Sun Sep 06 14:28:40 WAT 2026,GET,http://192.168.56.107:8081/images,301,Moved Permanently,71,270,364
8273,Sun Sep 06 14:28:40 WAT 2026,Sun Sep 06 14:28:40 WAT 2026,GET,http://192.168.56.107:8081/images/.env,404,Not Found,42,216,437
8274,Sun Sep 06 14:28:41 WAT 2026,Sun Sep 06 14:28:41 WAT 2026,GET,http://192.168.56.107:8081/images/gritter,301,Moved Permanently,22,278,372
8275,Sun Sep 06 14:28:41 WAT 2026,Sun Sep 06 14:28:41 WAT 2026,GET,http://192.168.56.107:8081/images/gritter/.env,404,Not Found,29,216,437
8276,Sun Sep 06 14:28:43 WAT 2026,Sun Sep 06 14:28:43 WAT 2026,GET,http://192.168.56.107:8081/javascript,301,Moved Permanently,18,274,368
8277,Sun Sep 06 14:28:43 WAT 2026,Sun Sep 06 14:28:43 WAT 2026,GET,http://192.168.56.107:8081/javascript/ddsmoothmenu,301,Moved Permanently,85,287,381
8278,Sun Sep 06 14:28:43 WAT 2026,Sun Sep 06 14:28:43 WAT 2026,GET,http://192.168.56.107:8081/javascript/.env,404,Not Found,69,216,437
8279,Sun Sep 06 14:28:43 WAT 2026,Sun Sep 06 14:28:43 WAT 2026,GET,http://192.168.56.107:8081/javascript/ddsmoothmenu/.env,404,Not Found,100,216,437
8280,Sun Sep 06 14:28:43 WAT 2026,Sun Sep 06 14:28:43 WAT 2026,GET,http://192.168.56.107:8081/javascript/gritter,301,Moved Permanently,149,283,376
8282,Sun Sep 06 14:28:44 WAT 2026,Sun Sep 06 14:28:44 WAT 2026,GET,http://192.168.56.107:8081/javascript/gritter/.env,404,Not Found,30,216,437
8281,Sun Sep 06 14:28:44 WAT 2026,Sun Sep 06 14:28:44 WAT 2026,GET,http://192.168.56.107:8081/javascript/hints,301,Moved Permanently,25,280,374
8283,Sun Sep 06 14:28:44 WAT 2026,Sun Sep 06 14:28:44 WAT 2026,GET,http://192.168.56.107:8081/javascript/inline-initializers,301,Moved Permanently,88,294,388
8284,Sun Sep 06 14:28:44 WAT 2026,Sun Sep 06 14:28:44 WAT 2026,GET,http://192.168.56.107:8081/javascript/hints/.env,404,Not Found,111,216,437
8285,Sun Sep 06 14:28:44 WAT 2026,Sun Sep 06 14:28:44 WAT 2026,GET,http://192.168.56.107:8081/javascript/inline-initializers/.env,404,Not Found,17,216,437
8286,Sun Sep 06 14:28:44 WAT 2026,Sun Sep 06 14:28:44 WAT 2026,GET,http://192.168.56.107:8081/javascript/jQuery,301,Moved Permanently,68,281,375
8287,Sun Sep 06 14:28:45 WAT 2026,Sun Sep 06 14:28:45 WAT 2026,GET,http://192.168.56.107:8081/javascript/jQuery/colorbox,301,Moved Permanently,27,290,384
8288,Sun Sep 06 14:28:45 WAT 2026,Sun Sep 06 14:28:45 WAT 2026,GET,http://192.168.56.107:8081/javascript/jQuery/.env,404,Not Found,16,216,437
8289,Sun Sep 06 14:28:45 WAT 2026,Sun Sep 06 14:28:45 WAT 2026,GET,http://192.168.56.107:8081/javascript/jQuery/colorbox/.env,404,Not Found,41,216,437
8290,Sun Sep 06 14:28:45 WAT 2026,Sun Sep 06 14:28:45 WAT 2026,GET,http://192.168.56.107:8081/styles,301,Moved Permanently,12,270,364
8291,Sun Sep 06 14:28:45 WAT 2026,Sun Sep 06 14:28:45 WAT 2026,GET,http://192.168.56.107:8081/styles/ddsmoothmenu,301,Moved Permanently,78,283,377
8292,Sun Sep 06 14:28:45 WAT 2026,Sun Sep 06 14:28:45 WAT 2026,GET,http://192.168.56.107:8081/styles/.env,404,Not Found,32,216,437
8293,Sun Sep 06 14:28:45 WAT 2026,Sun Sep 06 14:28:45 WAT 2026,GET,http://192.168.56.107:8081/styles/ddsmoothmenu/.env,404,Not Found,20,216,437
8294,Sun Sep 06 14:28:45 WAT 2026,Sun Sep 06 14:28:45 WAT 2026,GET,http://192.168.56.107:8081/styles/gritter,301,Moved Permanently,38,278,372
8295,Sun Sep 06 14:28:46 WAT 2026,Sun Sep 06 14:28:46 WAT 2026,GET,http://192.168.56.107:8081/styles/gritter/.env,404,Not Found,24,216,437
8296,Sun Sep 06 14:28:47 WAT 2026,Sun Sep 06 14:28:47 WAT 2026,GET,http://192.168.56.107:8081/zap6066108243335201948,404,Not Found,23,216,437
8297,Sun Sep 06 14:28:47 WAT 2026,Sun Sep 06 14:28:47 WAT 2026,GET,http://192.168.56.107:8081/actuator/health,404,Not Found,52,216,437
8298,Sun Sep 06 14:28:47 WAT 2026,Sun Sep 06 14:28:47 WAT 2026,GET,http://192.168.56.107:8081/.zap3071407627198121032,404,Not Found,32,216,437
8299,Sun Sep 06 14:28:47 WAT 2026,Sun Sep 06 14:28:47 WAT 2026,GET,http://192.168.56.107:8081/actuator/health,404,Not Found,38,216,437
8300,Sun Sep 06 14:28:47 WAT 2026,Sun Sep 06 14:28:47 WAT 2026,GET,http://192.168.56.107:8081,200,OK,93,519,56149
8301,Sun Sep 06 14:28:47 WAT 2026,Sun Sep 06 14:28:47 WAT 2026,GET,http://192.168.56.107:8081/lfm.php,404,Not Found,57,216,437
8302,Sun Sep 06 14:28:47 WAT 2026,Sun Sep 06 14:28:47 WAT 2026,GET,http://192.168.56.107:8081/.idea/WebServers.xml,404,Not Found,30,216,437
8304,Sun Sep 06 14:28:48 WAT 2026,Sun Sep 06 14:28:48 WAT 2026,GET,http://192.168.56.107:8081/config/databases.yml,404,Not Found,20,216,437
8303,Sun Sep 06 14:28:47 WAT 2026,Sun Sep 06 14:28:48 WAT 2026,GET,http://192.168.56.107:8081/images,301,Moved Permanently,63,270,364
8305,Sun Sep 06 14:28:48 WAT 2026,Sun Sep 06 14:28:48 WAT 2026,GET,http://192.168.56.107:8081/config/database.yml,404,Not Found,51,216,437
8306,Sun Sep 06 14:28:48 WAT 2026,Sun Sep 06 14:28:48 WAT 2026,GET,http://192.168.56.107:8081/.git/config,404,Not Found,11,216,437
8307,Sun Sep 06 14:28:48 WAT 2026,Sun Sep 06 14:28:48 WAT 2026,GET,http://192.168.56.107:8081/.svn/entries,404,Not Found,16,216,437
