ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
4407,Sun Sep 06 12:26:37 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,19,327,1342
4408,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,302,Found,4,342,0
4409,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,302,Found,6,342,0
4410,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,17,327,1342
4411,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,302,Found,13,342,0
4412,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,9,327,1342
4413,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,302,Found,16,342,0
4414,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,15,327,1342
4415,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,302,Found,11,342,0
4416,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,9,327,1342
4417,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,302,Found,18,342,0
4418,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,14,327,1342
4419,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,302,Found,10,342,0
4420,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,7,327,1342
4421,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,302,Found,21,342,0
4422,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,6,327,1342
4423,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,302,Found,4,342,0
4424,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,17,327,1342
4425,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,302,Found,14,342,0
4426,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,GET,http://192.168.56.107/dvwa/,200,OK,7,656,1342
4427,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,GET,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,5,327,1342
4428,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,GET,http://192.168.56.107/dvwa/login.php,200,OK,18,327,1398
4429,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,16,327,1342
4430,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/login.php/,200,OK,23,327,1342
4431,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,4,327,1342
4432,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,GET,http://192.168.56.107,200,OK,5,227,1145
4434,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,GET,http://192.168.56.107/,200,OK,8,227,1145
4435,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,GET,http://192.168.56.107/dvwa,301,Moved Permanently,13,263,315
4433,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,5,327,1342
4436,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,6,327,1342
4437,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:38 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa,301,Moved Permanently,12,268,320
4438,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/css,301,Moved Permanently,4,272,324
4439,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/,200,OK,14,227,1520
4440,Sun Sep 06 12:26:38 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/,200,OK,6,656,1342
4442,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/css/,200,OK,9,227,1549
4446,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/css/main.css/,404,Not Found,13,216,276
4445,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/images,301,Moved Permanently,5,275,327
4444,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/css/login.css/,404,Not Found,13,216,276
4447,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/images/,200,OK,8,227,2197
4449,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/images/login_logo.png/,404,Not Found,5,216,276
4450,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/images/logo.png/,404,Not Found,16,216,276
4451,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/js,301,Moved Permanently,12,271,323
4452,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/images/theme-light-dark.png/,404,Not Found,2,215,276
4453,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/js/,200,OK,19,227,1187
4455,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/js/add_event_listeners.js/,404,Not Found,19,216,276
4456,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/js/dvwaPage.js/,404,Not Found,4,215,276
4457,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/favicon.ico/,404,Not Found,6,215,276
4458,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/login.php/,200,OK,13,326,1342
4459,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/vulnerabilities,301,Moved Permanently,23,279,331
4460,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/vulnerabilities/xss_s,301,Moved Permanently,9,285,337
4461,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/vulnerabilities/,200,OK,19,226,5493
4463,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,12,326,1342
4464,Sun Sep 06 12:26:39 WAT 2026,Sun Sep 06 12:26:39 WAT 2026,GET,http://192.168.56.107/dvwa/index.php/,302,Found,9,336,0
4468,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,18,327,1342
4471,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,GET,http://192.168.56.107/dvwa/login.php,200,OK,17,328,1342
4472,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,8,327,1342
4473,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,POST,http://192.168.56.107/dvwa/login.php,200,OK,8,327,1342
4474,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,8,327,1342
4475,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,GET,http://192.168.56.107/dvwa/login.php,200,OK,5,327,1342
4476,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,25,327,1342
4477,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,POST,http://192.168.56.107/dvwa/login.php,200,OK,8,327,1342
4478,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,GET,http://192.168.56.107,200,OK,14,227,1145
4479,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,4,327,1342
4480,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,GET,http://192.168.56.107/dvwa,301,Moved Permanently,13,264,315
4481,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,GET,http://192.168.56.107/dvwa/login.php,200,OK,26,328,1342
4482,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,18,327,1342
4483,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,18,327,1342
4485,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa,301,Moved Permanently,9,268,320
4484,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,POST,http://192.168.56.107/dvwa/login.php,200,OK,13,327,6530
4486,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,5,327,1342
4487,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/css,301,Moved Permanently,13,272,324
4488,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,8,327,1342
4489,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,11,327,1342
4490,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/images,301,Moved Permanently,7,275,327
4491,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,4,327,1342
4492,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,23,327,1342
4493,Sun Sep 06 12:26:40 WAT 2026,Sun Sep 06 12:26:40 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/js,301,Moved Permanently,16,270,323
4494,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107/dvwa/vulnerabilities,301,Moved Permanently,3,278,331
4495,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107/dvwa/vulnerabilities/xss_s,301,Moved Permanently,13,284,337
4496,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107/dvwa/login.php,200,OK,13,326,1342
4497,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107,200,OK,13,227,1145
4498,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107/dvwa,301,Moved Permanently,7,263,315
4500,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,15,327,1342
4499,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/login.php,200,OK,10,326,1342
4501,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,8,327,1342
4502,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107/dvwa/login.php,200,OK,12,327,1342
4503,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,15,326,1342
4504,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,17,327,1342
4505,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/login.php,200,OK,8,327,1342
4506,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,8,327,1342
4507,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,8,327,1342
4508,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107/dvwa/login.php,200,OK,18,327,1342
4509,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,12,327,1342
4510,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,13,327,1342
4511,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/login.php,200,OK,22,327,1342
4512,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,10,327,1342
4513,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,9,327,1342
4514,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107/dvwa/login.php,200,OK,17,327,1342
4515,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,9,327,1342
4516,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,9,327,1342
4517,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa,301,Moved Permanently,11,268,320
4518,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/login.php,200,OK,14,327,1342
4519,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,7,327,1342
4520,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107/dvwa/login.php,200,OK,12,327,1342
4521,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,13,327,1342
4522,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,3,327,1342
4523,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,8,327,1342
4524,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/login.php,200,OK,14,327,1342
4525,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,3,327,1342
4526,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,6,327,1342
4527,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,7,327,1342
4528,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107/dvwa/login.php,200,OK,19,327,1342
4529,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,4,327,1342
4530,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,6,327,1342
4531,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,18,327,1342
4532,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/login.php,200,OK,10,327,1342
4533,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,8,327,1342
4534,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,8,327,1342
4535,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107/dvwa/login.php,200,OK,22,327,1342
4536,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,8,327,1342
4537,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/css,301,Moved Permanently,18,273,324
4538,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,21,327,1342
4539,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,15,327,1342
4540,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/login.php,200,OK,35,327,6530
4541,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,9,327,1342
4542,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,4,327,1342
4543,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,3,327,1342
4544,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,8,327,1342
4545,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,7,327,1342
4546,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107/dvwa/login.php,200,OK,44,327,1342
4547,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,8,327,1342
4548,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/login.php,200,OK,8,327,6530
4549,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,11,327,1342
4550,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,7,327,1342
4551,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107/dvwa/login.php,200,OK,10,327,1342
4552,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/vulnerabilities/xss_s/,200,OK,3,327,1342
4553,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,POST,http://192.168.56.107/dvwa/login.php,200,OK,8,327,6530
4554,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/images,301,Moved Permanently,11,275,327
4555,Sun Sep 06 12:26:41 WAT 2026,Sun Sep 06 12:26:41 WAT 2026,GET,http://192.168.56.107/dvwa/dvwa/js,301,Moved Permanently,19,271,323
4556,Sun Sep 06 12:26:42 WAT 2026,Sun Sep 06 12:26:42 WAT 2026,GET,http://192.168.56.107/dvwa/vulnerabilities,301,Moved Permanently,7,279,331
4557,Sun Sep 06 12:26:42 WAT 2026,Sun Sep 06 12:26:42 WAT 2026,GET,http://192.168.56.107/dvwa/vulnerabilities/xss_s,301,Moved Permanently,3,285,337
